"Unique Investment Identifier","Business Case ID","Investment Type","Infrastructure Management Category","Agency Code","Agency Name","Investment Title","Unique Project ID","Project ID","Agency Project ID","Project Name","Project Goal","Start Date","Completion Date","Project Life Cycle Cost","Software Project","New or Existing Metric","If Existing: Metric ID","If Existing: Agency Metric ID","If New: Metric Description","If New: Metric Unit of Measure","If New: Metric Measurement Condition","Metric Target at Deployment","Schedule Variance (in days)","Schedule Variance (%)","Schedule Color","Cost Variance ($ M)","Cost Variance (%)","Cost Color","Project Status","Updated Date","Updated Time"
006-000805000,1866,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","USPTO Patent End-to-End 3 (PE2E-3)","	101998",15395,,"Docket and Application Viewer Ph7 - Relevant Prior Art and Workflow Improvement",,2017-10-01,2019-01-23,17.617114,,,,,,,,,0,0,Green,0.197823,1.12,Green,Completed,07/25/2019,12:11:13
006-000805000,1866,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","USPTO Patent End-to-End 3 (PE2E-3)","	102000",15396,,"Exploring Search Technologies 2 0 - Ph1","Complete rollout to EAST users; Implement enhancements based on user feedback; Research public searching; Fix any known issues/bugs.",2018-09-26,2019-12-04,15.1071,,new,,,"Search Collections","Number of collections based on the UCDC survey","Under target","	2020",-130,-29.95,Yellow,2.023963,13.4,Yellow,In-progress,02/26/2020,20:24:15
006-000805000,1866,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","USPTO Patent End-to-End 3 (PE2E-3)","	102001",15397,,"Exploring Search Technologies 2 0 - Ph2","Finalize functionality for WEST users; Implement additional NPL or federated searches; Implement federated searches from external sources.",2019-10-02,2021-01-29,19.37044,,new,,,"Search Collections","Number of collections based on the UCDC survey","Under target","	2021",44,9.07,Green,9.27576,47.89,Red,In-progress,03/26/2020,13:10:43
006-000805000,1866,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","USPTO Patent End-to-End 3 (PE2E-3)","	102002",15398,,"FY18 PE2E Architecture Support",,2017-10-01,2018-10-31,0.99354,,,,,,,,,0,0,Green,-0.025687,-2.59,Green,Completed,03/26/2019,20:05:19
006-000805000,1866,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","USPTO Patent End-to-End 3 (PE2E-3)","	102003",15399,,"FY18 PE2E Portfolio Planning and Management Support",,2017-10-01,2018-10-31,1.98845,,,,,,,,,0,0,Green,0.273844,13.77,Yellow,Completed,03/26/2019,20:05:19
006-000805000,1866,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","USPTO Patent End-to-End 3 (PE2E-3)","	102004",15400,,"FY19 PE2E Architecture Support",,2018-10-01,2019-10-31,1.21614,,,,,,,,,-164,-41.52,Red,0,0,Green,In-progress,11/28/2018,14:15:03
006-000805000,1866,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","USPTO Patent End-to-End 3 (PE2E-3)","	102005",15401,,"FY19 PE2E Portfolio Planning and Management Support",,2018-10-01,2019-10-31,2.12383,,,,,,,,,-164,-41.52,Red,0,0,Green,In-progress,11/28/2018,14:15:03
006-000805000,1866,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","USPTO Patent End-to-End 3 (PE2E-3)","	102006",15402,,"FY20 PE2E Architecture Support",,2019-07-10,2020-10-31,1.15676,,,,,,,,,0,0,Green,0,0,Green,In-progress,09/18/2018,20:19:59
006-000805000,1866,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","USPTO Patent End-to-End 3 (PE2E-3)","	102007",15403,,"FY20 PE2E Portfolio Planning and Management Support",,2019-07-10,2020-10-31,1.67906,,,,,,,,,0,0,Green,0,0,Green,In-progress,09/18/2018,20:19:59
006-000805000,1866,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","USPTO Patent End-to-End 3 (PE2E-3)","	102008",15404,,"Modernize Patent eCommerce Ph4",,2017-10-01,2019-01-17,13.651381,,,,,,,,,1,0.21,Green,0.512257,3.75,Green,Completed,07/25/2019,12:11:13
006-000805000,1866,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","USPTO Patent End-to-End 3 (PE2E-3)","	102009",15405,,"Modernize Patent eCommerce Ph5","Complete 80% of migration of legacy features into Patent Center; (80%); Additional filing types & fillable PDF forms; Improved eOffice Action process.",2018-08-01,2019-10-30,10.40534,,new,,,"Patent Center Migrations","Percentage of users migrated ","Under target","	2020",14,3.08,Green,0.885008,8.51,Green,Completed,03/26/2020,13:10:43
006-000805000,1866,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","USPTO Patent End-to-End 3 (PE2E-3)","	102010",15406,,"Modernize Patent eCommerce Ph6","Complete 100% of Patent Center initial functionality; Design and implement feature that allows applicants to schedule interviews with Examiner.",2019-10-02,2021-01-29,8.17056,,new,,,"Patent Center Migrations","Percentage of users migrated ","Under target","	2021",121,24.95,Yellow,-4.21836,-51.63,Red,In-progress,01/17/2020,21:14:13
006-000805000,1866,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","USPTO Patent End-to-End 3 (PE2E-3)","	102011",15407,,"Official Correspondence Ph6",,2017-10-01,2019-01-23,21.292985,,,,,,,,,-21,-4.88,Green,2.057703,10.34,Yellow,Completed,07/25/2019,12:11:13
006-000805000,1866,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","USPTO Patent End-to-End 3 (PE2E-3)","	102012",15408,,"Official Correspondence 2 0 - Ph1","Enhance to user customization; Develop functionality supporting Policy, Legal Union & Court mandates; Retire OACS. Convert Office Actions to XML",2018-07-11,2019-12-27,22.26279,,new,,,"OACS Retirement","Percentage of users no longer using the legacy OAC","Under target","	2020",-107,-20.04,Yellow,-0.638328,-2.87,Green,In-progress,03/26/2020,13:10:43
006-000805000,1866,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","USPTO Patent End-to-End 3 (PE2E-3)","	102013",15409,,"Official Correspondence 2 0 - Ph2","Implement production calculation engine; OC workflow updates, and additional reports to support PAP changes; Provide operational support. Support new Business Users.",2019-08-21,2020-12-31,8.97877,,new,,,"OC Improvements","Operational availability (Number of correspondece ","Under target","	2021",64,12.85,Yellow,0.13064,1.45,Green,In-progress,03/26/2020,13:10:43
006-000805000,1866,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","USPTO Patent End-to-End 3 (PE2E-3)","	102015",15410,,"Decommission TRINET",,2019-10-02,2020-05-01,0.13792,,,,,,,,,0,0,Green,0,0,Green,In-progress,09/18/2017,14:59:53
006-000805000,1866,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","USPTO Patent End-to-End 3 (PE2E-3)","	102016",15411,,"Global Dossier - Examiner and Public Access Ph3",,2019-10-16,2021-01-29,5.10593,,,,,,,,,0,0,Green,0,0,Green,In-progress,09/18/2018,20:19:59
006-000805000,1866,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","USPTO Patent End-to-End 3 (PE2E-3)","	102019",15412,,"CPC IP Collaboration Ph4",,2017-10-01,2018-10-19,6.818247,,,,,,,,,-42,-10.97,Yellow,0.844205,12.38,Yellow,Completed,07/25/2019,12:11:13
006-000805000,1866,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","USPTO Patent End-to-End 3 (PE2E-3)","	102020",15413,,"CPC Database Ph6",,2017-10-01,2018-12-28,7.43634,,,,,,,,,0,0,Green,1.054556,14.18,Yellow,Completed,06/28/2019,14:14:12
006-000805000,1866,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","USPTO Patent End-to-End 3 (PE2E-3)","	102022",15415,,"Worksharing Ph1",,2018-10-03,2020-02-28,5.40962,,,,,,,,,-44,-8.58,Green,0,0,Green,In-progress,09/18/2017,14:59:54
006-000805000,1866,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","USPTO Patent End-to-End 3 (PE2E-3)","	102023",15416,,"Worksharing Ph2",,2019-10-02,2020-12-18,5.61383,,,,,,,,,0,0,Green,0,0,Green,In-progress,09/18/2017,14:59:54
006-000805000,1866,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","USPTO Patent End-to-End 3 (PE2E-3)","	102027",15417,,"Data Export Ph2","Implement short term improvements for the export and import of data to Patent contractors.  Start to implement medium and long term foundation requirements.",2017-10-01,2019-12-09,5.454739,,new,,,"Data Export Improvements","Operational availability (Percentage of solution i","Over target","	2020",0,0,Green,1.503619,27.57,Yellow,Completed,03/26/2020,13:10:43
006-000805000,1866,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","USPTO Patent End-to-End 3 (PE2E-3)","	102043",15418,,"Decommission EFS-Web",,2019-02-06,2019-09-06,0.19162,,,,,,,,,-219,-103.3,Red,0,0,Green,In-progress,09/18/2017,14:59:54
006-000805000,1866,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","USPTO Patent End-to-End 3 (PE2E-3)","	102256",15420,,"CPC Database 2 0 - Ph1","Modify classification tool to support National Offices in CPC INTL database; USPTO ability to load National Office data directly; Reclass Admin Transfer Tools; Retire CDS.",2018-07-18,2019-12-31,13.87898,,new,,,"CPC Usage","Number of users adopted to the CPC-INTL data base ","Under target","	2020",-103,-19.4,Yellow,0.13037,0.94,Green,In-progress,03/26/2020,13:10:43
006-000805000,1866,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","USPTO Patent End-to-End 3 (PE2E-3)","	102257",15421,,"CPC Database 2 0 - Ph2","Update CPC QA Tools; Implement updates to examination time, routing and examiner performance appraisal (C*); Reclass Progress Tracking; C-set blocking; PTO loading of other IP office’s data.",2019-08-28,2020-12-31,6.70654,,new,,,"CPC Usage","Number of users adopted to the CPC-INTL data base ","Under target","	2021",31,6.6,Green,-0.01934,-0.29,Green,In-progress,03/26/2020,13:10:43
006-000805000,1866,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","USPTO Patent End-to-End 3 (PE2E-3)","	102258",15422,,"CPC IP Collaboration 2 0 - Ph1","Enhance scheme and definition editors for use by end users; Retire the CPC Electronic Form (CEF); Enhance Internal Workflow Tool to support production goals.",2018-07-18,2019-12-31,6.80623,,new,,,"CPC Usage","Number of users adopted to the CPC-INTL data base ","Under target","	2020",46,8.66,Green,3.44026,50.55,Red,Completed,03/26/2020,13:10:43
006-000805000,1866,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","USPTO Patent End-to-End 3 (PE2E-3)","	102259",15423,,"CPC IP Collaboration 2 0 - Ph2","Improve CPC workflow tool; Enhancements to basic and advanced editors; Introduce new IP offices to the IP workflow.",2019-08-28,2020-12-31,6.98571,,new,,,"CPC Usage","Number of users adopted to the CPC-INTL data base ","Under target","	2021",3,0.63,Green,-0.01152,-0.16,Green,In-progress,03/26/2020,13:10:43
006-000805000,1866,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","USPTO Patent End-to-End 3 (PE2E-3)","	102261",15424,,"Docket and Application Viewer 2 0 - Ph1","Enhance user customization; Patent Bibliographical Library; Enhance PATI Text process and re-architect claim intake; Develop functionality supporting policy, legal, union and court mandates. MADRAS parity (eDRS functionality)",2018-08-01,2020-01-30,18.05016,,new,,,"DAV Improvements","Operational availability (Percentage of solution i","Under target","	2020",1,0.18,Green,2.826839,15.66,Yellow,Completed,03/26/2020,13:10:43
006-000805000,1866,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","USPTO Patent End-to-End 3 (PE2E-3)","	102262",15425,,"Docket and Application Viewer 2 0 - Ph2","Implement new docket gadget, limited reporting, docket challenge capability, and changes to the docket management workflow engine to support PAP changes",2019-08-21,2020-11-27,14.07139,,new,,,"DAV Improvements","Number of additional prior art","Under target","	2021",-63,-13.58,Yellow,-0.12381,-0.88,Green,In-progress,03/26/2020,13:10:43
006-000805000,1866,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","USPTO Patent End-to-End 3 (PE2E-3)","	102266",15426,,"PE2E Bio-Sequence System Ph3","Continue ST.26 development; Finish the integration of the validation engine; Test receipt, validation and search of the bio sequence file; Finalize the integration of the file receipt to process/publication.",2018-10-24,2020-03-24,3.370774,,new,,,"Bio-Sequence Implementation","Operational availability (Number of filings via ST","Under target","	2020",-19,-3.68,Green,0.330782,9.81,Green,In-progress,03/26/2020,13:10:43
006-000805000,1866,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","USPTO Patent End-to-End 3 (PE2E-3)","	102278",15428,,"Integrated Quality Systems (IQS) Ph4","Include all the TSS quality review functionality in order to retire and decommission the Quality Review System (QRS); Implement updates to examination time, routing and examiner performance appraisal; Integrate with DAV and OC.",2019-02-06,2020-03-31,2.204885,,new,,,"IQS Quality Improvements","Operational availability (measured by surveys from","Under target","	2020",-12,-2.86,Green,0.197915,8.98,Green,In-progress,03/26/2020,13:10:43
006-000805000,1866,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","USPTO Patent End-to-End 3 (PE2E-3)","	102279",15429,,"Integrated Quality Systems (IQS) 2 0 - Ph1","Implement improvements based on user feedback.",2020-01-15,2021-01-29,1.51781,,new,,,"IQS Quality Improvements","Operational availability (measured by surveys from","Under target","	2021",0,0,Green,0,0,Green,In-progress,03/26/2020,13:10:43
006-000805000,1866,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","USPTO Patent End-to-End 3 (PE2E-3)","	102280",15430,,"Knowledge Management Study and Prototype",,2019-11-06,2020-11-06,1.80717,,,,,,,,,0,0,Green,0,0,Green,In-progress,09/18/2018,20:19:59
006-000805000,1866,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","USPTO Patent End-to-End 3 (PE2E-3)","	102283",15431,,"Knowledge Management Capabilities in Production",,2019-09-25,2020-11-30,5.2647,,,,,,,,,0,0,Green,0,0,Green,In-progress,09/18/2017,14:59:54
006-000805000,1866,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","USPTO Patent End-to-End 3 (PE2E-3)","	102293",15432,,"Routing and Count Expectancies by CPC Ph1","Improve business processing by changing the count system and how to route cases via the new CPC classification; Reporting, organization structure and workflow will also be modified. Please see Planning notes for additional information.",2017-11-01,2019-10-15,11.837598,,new,,,"Route and Count via CPC","Number of applications routed via the new CPC","Under target","	2020",0,0,Green,1.644045,23.8,Yellow,Completed,01/17/2020,21:14:13
006-000805000,1866,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","USPTO Patent End-to-End 3 (PE2E-3)","	102294",15433,,"Routing and Count Expectancies by CPC Ph2","Implement updates to examination time, routing and examiner performance appraisal",2019-07-31,2020-12-31,5.33467,,new,,,"Route and Count via CPC","Number of applications routed via the new CPC","Under target","	2021",72,13.87,Yellow,0.09563,1.79,Green,In-progress,03/26/2020,13:10:43
006-000805000,1866,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","USPTO Patent End-to-End 3 (PE2E-3)","	102361",15434,,"Trinet Bilateral VPN Phase 2 – IP5 Partners, WIPO, CIPO, IPAU",,2017-10-04,2018-12-28,0.60323,,,,,,,,,-471,-104.67,Red,0,0,Green,In-progress,09/18/2018,20:19:59
006-000805000,1866,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","USPTO Patent End-to-End 3 (PE2E-3)","	102515",16511,,"Capture Once Ph3",,2020-01-15,2021-01-29,4.67786,,,,,,,,,0,0,Green,9.0E-5,0,Green,In-progress,09/18/2018,16:19:58
006-000400300,724,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","Census - Data Access and Dissemination System (DADS)",4003D1102A,7532,,"Replacement Tabulation System – Project 1",,2011-07-01,2012-10-23,2.21028,,,,,,,,,-25,-5.49,Green,-0.451108,-29.38,Yellow,Completed,09/18/2018,22:54:31
006-000400300,724,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","Census - Data Access and Dissemination System (DADS)",4003D1103A,7533,,"Replacement Dissemination System – Requirements Management and Analysis – Project 2",,2011-07-01,2012-08-12,1.671891,,,,,,,,,-40,-10.99,Yellow,0.063536,3.8,Green,Completed,09/18/2018,22:54:31
006-000400300,724,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","Census - Data Access and Dissemination System (DADS)",4003D1104A,7534,,"Replacement Dissemination System – Architecture Analysis and Management – Project 3",,2011-07-01,2013-06-28,2.821183,,,,,,,,,0,0,Green,0.39633,14.05,Yellow,Completed,09/18/2018,22:54:31
006-000400300,724,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","Census - Data Access and Dissemination System (DADS)",4003D1105A,7535,,"Replacement Dissemination System –Infrastructure Implementation – Project 4",,2011-07-01,2012-01-31,0.3987,,,,,,,,,0,0,Green,-0.03213,-8.77,Green,Completed,09/18/2018,22:54:31
006-000400300,724,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","Census - Data Access and Dissemination System (DADS)",4003D1106A,7536,,"Replacement Dissemination System – Software Development – Project 5",,2011-07-01,2012-10-26,8.81048,,,,,,,,,-28,-6.15,Green,-1.51638,-20.79,Yellow,Completed,09/18/2018,22:54:31
006-000400300,724,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","Census - Data Access and Dissemination System (DADS)",4003D1107A,7537,,"Data Conversion – Project 6",,2011-07-01,2011-12-21,0.51176,,,,,,,,,-51,-41.8,Red,-0.219965,-75.38,Red,Completed,09/18/2018,22:54:31
006-000400300,724,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","Census - Data Access and Dissemination System (DADS)",4003D1208A,7538,,"Replacement Tabulation System – Project 7",,2012-07-02,2013-06-28,0.37551,,,,,,,,,0,0,Green,0.05387,14.35,Yellow,Completed,09/18/2018,22:54:31
